LapTimeSec,LapNumber,Compound,TyreLife,Driver,Team,EventName,Round,TrackTemp,AirTemp
96.753,3.0,SOFT,6.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.647,4.0,SOFT,7.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.173,5.0,SOFT,8.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.092,6.0,SOFT,9.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.038,7.0,SOFT,10.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.024,8.0,SOFT,11.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.229,9.0,SOFT,12.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.96,10.0,SOFT,13.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.085,11.0,SOFT,14.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.045,12.0,SOFT,15.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.03,13.0,SOFT,16.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.028,14.0,SOFT,17.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.011,15.0,SOFT,18.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.168,16.0,SOFT,19.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
99.896,17.0,SOFT,20.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
117.854,18.0,HARD,1.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.283,19.0,HARD,2.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.16,20.0,HARD,3.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.316,21.0,HARD,4.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.204,22.0,HARD,5.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.216,23.0,HARD,6.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.289,24.0,HARD,7.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.342,25.0,HARD,8.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.223,26.0,HARD,9.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.581,27.0,HARD,10.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.477,28.0,HARD,11.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.793,29.0,HARD,12.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.771,30.0,HARD,13.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.679,31.0,HARD,14.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.886,32.0,HARD,15.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.863,33.0,HARD,16.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.133,34.0,HARD,17.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.018,35.0,HARD,18.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.205,36.0,HARD,19.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
99.234,37.0,HARD,20.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
116.445,38.0,SOFT,1.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
92.608,39.0,SOFT,2.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.589,40.0,SOFT,3.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.29,41.0,SOFT,4.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.667,42.0,SOFT,5.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.151,43.0,SOFT,6.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.531,44.0,SOFT,7.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.249,45.0,SOFT,8.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.193,46.0,SOFT,9.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.239,47.0,SOFT,10.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.35,48.0,SOFT,11.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.403,49.0,SOFT,12.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.783,50.0,SOFT,13.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.34,51.0,SOFT,14.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.906,52.0,SOFT,15.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.6,53.0,SOFT,16.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.334,54.0,SOFT,17.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.184,55.0,SOFT,18.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.671,56.0,SOFT,19.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.923,57.0,SOFT,20.0,VER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.297,3.0,SOFT,6.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.722,4.0,SOFT,7.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
98.044,5.0,SOFT,8.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.823,6.0,SOFT,9.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.821,7.0,SOFT,10.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.838,8.0,SOFT,11.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.596,9.0,SOFT,12.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.63,10.0,SOFT,13.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.836,11.0,SOFT,14.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
100.277,12.0,SOFT,15.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
117.624,13.0,HARD,1.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.606,14.0,HARD,2.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.815,15.0,HARD,3.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.783,16.0,HARD,4.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.454,17.0,HARD,5.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.311,18.0,HARD,6.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.038,19.0,HARD,7.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.278,20.0,HARD,8.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.165,21.0,HARD,9.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.037,22.0,HARD,10.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.249,23.0,HARD,11.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.211,24.0,HARD,12.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.344,25.0,HARD,13.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.347,26.0,HARD,14.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.233,27.0,HARD,15.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.226,28.0,HARD,16.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.437,29.0,HARD,17.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.313,30.0,HARD,18.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.339,31.0,HARD,19.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.276,32.0,HARD,20.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.564,33.0,HARD,21.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.378,34.0,HARD,22.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.776,35.0,HARD,23.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
99.365,36.0,HARD,24.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
115.808,37.0,SOFT,1.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.804,38.0,SOFT,2.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.607,39.0,SOFT,3.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.364,40.0,SOFT,4.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.4,41.0,SOFT,5.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.525,42.0,SOFT,6.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.797,43.0,SOFT,7.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.799,44.0,SOFT,8.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.592,45.0,SOFT,9.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.844,46.0,SOFT,10.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.73,47.0,SOFT,11.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.885,48.0,SOFT,12.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.966,49.0,SOFT,13.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.082,50.0,SOFT,14.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.94,51.0,SOFT,15.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.183,52.0,SOFT,16.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.842,53.0,SOFT,17.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.459,54.0,SOFT,18.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.611,55.0,SOFT,19.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.568,56.0,SOFT,20.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.746,57.0,SOFT,21.0,PER,Red Bull Racing,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.08,3.0,SOFT,6.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.264,4.0,SOFT,7.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
98.032,5.0,SOFT,8.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.741,6.0,SOFT,9.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
98.26,7.0,SOFT,10.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
98.183,8.0,SOFT,11.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
98.03,9.0,SOFT,12.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.608,10.0,SOFT,13.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.656,11.0,SOFT,14.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.65,12.0,SOFT,15.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.243,13.0,SOFT,16.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
99.753,14.0,SOFT,17.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
117.225,15.0,HARD,1.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.376,16.0,HARD,2.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.507,17.0,HARD,3.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.088,18.0,HARD,4.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.236,19.0,HARD,5.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.034,20.0,HARD,6.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.104,21.0,HARD,7.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.008,22.0,HARD,8.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.149,23.0,HARD,9.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.2,24.0,HARD,10.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.22,25.0,HARD,11.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.221,26.0,HARD,12.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.272,27.0,HARD,13.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.534,28.0,HARD,14.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.6,29.0,HARD,15.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.337,30.0,HARD,16.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.537,31.0,HARD,17.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.762,32.0,HARD,18.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.556,33.0,HARD,19.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.551,34.0,HARD,20.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
99.274,35.0,HARD,21.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
115.62,36.0,HARD,1.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.302,37.0,HARD,2.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.1,38.0,HARD,3.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.709,39.0,HARD,4.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.739,40.0,HARD,5.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.041,41.0,HARD,6.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.861,42.0,HARD,7.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.795,43.0,HARD,8.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.507,44.0,HARD,9.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.79,45.0,HARD,10.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.853,46.0,HARD,11.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.901,47.0,HARD,12.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.981,48.0,HARD,13.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.44,49.0,HARD,14.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.142,50.0,HARD,15.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.282,51.0,HARD,16.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.083,52.0,HARD,17.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.211,53.0,HARD,18.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.309,54.0,HARD,19.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.407,55.0,HARD,20.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.305,56.0,HARD,21.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.327,57.0,HARD,22.0,SAI,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
98.062,3.0,SOFT,6.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.752,4.0,SOFT,7.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
98.131,5.0,SOFT,8.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.782,6.0,SOFT,9.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
98.957,7.0,SOFT,10.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
98.136,8.0,SOFT,11.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.844,9.0,SOFT,12.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.884,10.0,SOFT,13.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
101.737,11.0,SOFT,14.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
117.471,12.0,HARD,1.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.432,13.0,HARD,2.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.756,14.0,HARD,3.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.813,15.0,HARD,4.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.673,16.0,HARD,5.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.302,17.0,HARD,6.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.438,18.0,HARD,7.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.821,19.0,HARD,8.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.794,20.0,HARD,9.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.977,21.0,HARD,10.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.796,22.0,HARD,11.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.987,23.0,HARD,12.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.924,24.0,HARD,13.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.76,25.0,HARD,14.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.81,26.0,HARD,15.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.831,27.0,HARD,16.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.907,28.0,HARD,17.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.963,29.0,HARD,18.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.158,30.0,HARD,19.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.031,31.0,HARD,20.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.941,32.0,HARD,21.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.741,33.0,HARD,22.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
99.614,34.0,HARD,23.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
116.166,35.0,HARD,1.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.09,36.0,HARD,2.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.897,37.0,HARD,3.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.783,38.0,HARD,4.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.087,39.0,HARD,5.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.859,40.0,HARD,6.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.028,41.0,HARD,7.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
94.982,42.0,HARD,8.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.192,43.0,HARD,9.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.051,44.0,HARD,10.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.22,45.0,HARD,11.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.058,46.0,HARD,12.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.057,47.0,HARD,13.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.308,48.0,HARD,14.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.302,49.0,HARD,15.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.383,50.0,HARD,16.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.418,51.0,HARD,17.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.394,52.0,HARD,18.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.48,53.0,HARD,19.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.265,54.0,HARD,20.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.785,55.0,HARD,21.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
95.924,56.0,HARD,22.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.324,57.0,HARD,23.0,LEC,Ferrari,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.406,3.0,SOFT,6.0,RUS,Mercedes,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.738,4.0,SOFT,7.0,RUS,Mercedes,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
98.116,5.0,SOFT,8.0,RUS,Mercedes,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.784,6.0,SOFT,9.0,RUS,Mercedes,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
98.082,7.0,SOFT,10.0,RUS,Mercedes,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.862,8.0,SOFT,11.0,RUS,Mercedes,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.73,9.0,SOFT,12.0,RUS,Mercedes,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.782,10.0,SOFT,13.0,RUS,Mercedes,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
100.515,11.0,SOFT,14.0,RUS,Mercedes,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
118.46,12.0,HARD,1.0,RUS,Mercedes,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.167,13.0,HARD,2.0,RUS,Mercedes,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.571,14.0,HARD,3.0,RUS,Mercedes,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.922,15.0,HARD,4.0,RUS,Mercedes,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.683,16.0,HARD,5.0,RUS,Mercedes,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.234,17.0,HARD,6.0,RUS,Mercedes,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.819,18.0,HARD,7.0,RUS,Mercedes,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
97.233,19.0,HARD,8.0,RUS,Mercedes,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.732,20.0,HARD,9.0,RUS,Mercedes,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.769,21.0,HARD,10.0,RUS,Mercedes,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.992,22.0,HARD,11.0,RUS,Mercedes,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.954,23.0,HARD,12.0,RUS,Mercedes,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.736,24.0,HARD,13.0,RUS,Mercedes,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
96.928,25.0,HARD,14.0,RUS,Mercedes,Bahrain Grand Prix,1,23.652866242038222,18.22738853503185
